ID,EID,Original_Sentence,Modal_Verb,Marked_Sentence_English,Marked_Sentence_Japanese,Source_Modal,Tested_Modal,Transformation_Strategy,Transformation_Category,Palmer_Annotations,Quirk_Annotations,Palmer_Expected,Quirk_Expected,Grammaticality_Expected,Completed,Annotation_Notes,Grammaticality_Explanation,Repair_Status
1acacfd5d94295801f8248a4a8c99047dce69e91c2f91247ea453fc7052725c7_alt_may,1acacfd5d94295801f8248a4a8c99047dce69e91c2f91247ea453fc7052725c7,I used to think that too. I could sleep if it was not closed all the way,may,I used to think that too. I *may* sleep if it was not closed all the way,"",could,may,ability_to_permission,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.,"The modal *may* is correctly formed, placed after the subject *I*, and appropriately expresses possibility. No agreement or form errors are present in the marked span.",""
1acacfd5d94295801f8248a4a8c99047dce69e91c2f91247ea453fc7052725c7_alt_might,1acacfd5d94295801f8248a4a8c99047dce69e91c2f91247ea453fc7052725c7,I used to think that too. I could sleep if it was not closed all the way,might,I used to think that too. I *might* sleep if it was not closed all the way,"",could,might,ability_to_possibility,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.,"The modal *might* is correctly placed after the subject *I*, followed by the base form *sleep*. The conditional clause *if it was not closed all the way* is a past-tense condition, which is acceptable with *might* to express a hypothetical possibility. No agreement or form errors are present.",""
1acacfd5d94295801f8248a4a8c99047dce69e91c2f91247ea453fc7052725c7_alt_must,1acacfd5d94295801f8248a4a8c99047dce69e91c2f91247ea453fc7052725c7,I used to think that too. I could sleep if it was not closed all the way,must,I used to think that too. I *must have slept* if it was not closed all the way,"",could,must,ability_to_necessity_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'must'. Strategy: ability_to_necessity_substitution. Please verify grammaticality and classify modal categories.,"The modal phrase ""must have slept"" is correctly formed as a perfect modal expressing inference about a past event, with proper subject‑verb agreement and placement.",api
1acacfd5d94295801f8248a4a8c99047dce69e91c2f91247ea453fc7052725c7_alt_shall,1acacfd5d94295801f8248a4a8c99047dce69e91c2f91247ea453fc7052725c7,I used to think that too. I could sleep if it was not closed all the way,shall,I used to think that too. I *shall* sleep if it is not closed all the way,"",could,shall,ability_to_obligation_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'shall'. Strategy: ability_to_obligation_substitution. Please verify grammaticality and classify modal categories.,"The modal *shall* is correctly used to express a future action in the first person. While *shall* is less common in contemporary informal English (where *will* is preferred), it remains grammatically acceptable in this context.",api
1acacfd5d94295801f8248a4a8c99047dce69e91c2f91247ea453fc7052725c7_alt_should,1acacfd5d94295801f8248a4a8c99047dce69e91c2f91247ea453fc7052725c7,I used to think that too. I could sleep if it was not closed all the way,should,"I used to think that too, I *should have* slept if it was not closed all the way.","",could,should,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'should'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal *should have* is correctly used with the perfect infinitive *slept* to express a past obligation or regret. Its placement before the conditional clause is acceptable, and the clause context does not violate any grammatical rules.",api
1acacfd5d94295801f8248a4a8c99047dce69e91c2f91247ea453fc7052725c7_alt_will,1acacfd5d94295801f8248a4a8c99047dce69e91c2f91247ea453fc7052725c7,I used to think that too. I could sleep if it was not closed all the way,will,I used to think that too. I *will* sleep if it is not closed all the way,"",could,will,ability_to_prediction_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'will'. Strategy: ability_to_prediction_substitution. Please verify grammaticality and classify modal categories.,"The modal *will* is correctly placed after the subject *I*, agrees with the subject, and is used appropriately to express a future action in the conditional clause ""if it is not closed all the way.""",api
1acacfd5d94295801f8248a4a8c99047dce69e91c2f91247ea453fc7052725c7_alt_would,1acacfd5d94295801f8248a4a8c99047dce69e91c2f91247ea453fc7052725c7,I used to think that too. I could sleep if it was not closed all the way,would,I used to think that too. I *would* sleep if it was not closed all the way,"",could,would,ability_to_conditional_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'would'. Strategy: ability_to_conditional_substitution. Please verify grammaticality and classify modal categories.,"The modal 'would' is correctly used in the conditional clause 'I would sleep if it was not closed all the way', with appropriate form, placement, and agreement.",""
1acacfd5d94295801f8248a4a8c99047dce69e91c2f91247ea453fc7052725c7_alt_ought_to,1acacfd5d94295801f8248a4a8c99047dce69e91c2f91247ea453fc7052725c7,I used to think that too. I could sleep if it was not closed all the way,ought to,I used to think that too. I *ought to* sleep if it was not closed all the way,"",could,ought to,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'ought to'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal *ought to* is correctly placed after the subject *I*, in the infinitival form *ought to sleep*, and the conditional clause *if it was not closed all the way* is syntactically compatible. No agreement or form errors are present.",""
471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13_orig,471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13,I could not believe my friend started working with me,could,I *could* not believe my friend started working with me,"",could,could,original,original,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",dynamic,ability,yes,1,Original sentence from dataset. Modal: 'could'. Verified and complete.,"",""
471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13_alt_can,471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13,I could not believe my friend started working with me,can,I *can* not believe my friend started working with me,"",could,can,ability_strengthening,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'can'. Strategy: ability_strengthening. Please verify grammaticality and classify modal categories.,"The modal *can* is correctly formed, placed after the subject *I*, and agrees with the subject. The negation *not* is acceptable in this context (though *cannot* is more common). The clause structure is grammatical.",""
471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13_alt_may,471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13,I could not believe my friend started working with me,may,I *may* not believe my friend started working with me,"",could,may,ability_to_permission,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.,"",""
471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13_alt_might,471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13,I could not believe my friend started working with me,might,I *might* not believe my friend started working with me,"",could,might,ability_to_possibility,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.,"The modal *might* is correctly placed after the subject *I*, followed by the negation *not* and the main verb *believe*. The subordinate clause *my friend started working with me* functions as the object of *believe*. The construction is grammatically acceptable.",""
471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13_alt_must,471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13,I could not believe my friend started working with me,must,I *must* not believe my friend started working with me,"",could,must,ability_to_necessity_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'must'. Strategy: ability_to_necessity_substitution. Please verify grammaticality and classify modal categories.,"The modal *must* is correctly placed after the subject *I*, followed by the negative particle *not*, and the base form *believe*. The clause *my friend started working with me* functions as the object of *believe*. All forms and agreement are appropriate, making the utterance grammatically acceptable.",""
471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13_alt_shall,471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13,I could not believe my friend started working with me,shall,I *shall* not believe my friend started working with me,"",could,shall,ability_to_obligation_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'shall'. Strategy: ability_to_obligation_substitution. Please verify grammaticality and classify modal categories.,"The modal *shall* is correctly placed after the subject *I* and agrees with it. It is a future‑tense modal, and its use with *I* is acceptable in formal or literary contexts. The subordinate clause *my friend started working with me* is a past‑tense clause that can be omitted of the complementizer *that*, which is also grammatical. Thus the marked modal is grammatically acceptable.",""
471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13_alt_should,471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13,I could not believe my friend started working with me,should,I *should* not believe my friend started working with me,"",could,should,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'should'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.,"",""
471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13_alt_will,471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13,I could not believe my friend started working with me,will,I *will* not believe my friend started working with me,"",could,will,ability_to_prediction_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'will'. Strategy: ability_to_prediction_substitution. Please verify grammaticality and classify modal categories.,"",""
471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13_alt_would,471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13,I could not believe my friend started working with me,would,I *would* not believe my friend started working with me,"",could,would,ability_to_conditional_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'would'. Strategy: ability_to_conditional_substitution. Please verify grammaticality and classify modal categories.,"The modal *would* is correctly formed, placed after the subject *I*, and agrees with the subject. The clause *not believe my friend started working with me* is a subordinate clause that can be omitted after *believe* (the complementizer *that* is optional). Thus the sentence is grammatically acceptable.",""
471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13_alt_ought_to,471704d87601946078eabcbeb0bc66b0c918d64578b0c0e4d1840790bc420a13,I could not believe my friend started working with me,ought to,I *ought to* not believe my friend started working with me,"",could,ought to,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'ought to'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal *ought to* correctly takes the bare infinitive *not believe*. The clause *my friend started working with me* functions as the complement of *believe*. The overall structure ""I ought to not believe that my friend started working with me"" is grammatically acceptable.",""
abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea_orig,abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea,"I went to my school reunion alone, my husband could not make it. I saw a lot of old boyfriends there.",could,"I went to my school reunion alone, my husband *could* not make it. I saw a lot of old boyfriends there.","",could,could,original,original,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",dynamic,ability,yes,1,Original sentence from dataset. Modal: 'could'. Verified and complete.,"",""
abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea_alt_can,abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea,"I went to my school reunion alone, my husband could not make it. I saw a lot of old boyfriends there.",can,"I went to my school reunion alone, my husband *can* not make it. I saw a lot of old boyfriends there.","",could,can,ability_strengthening,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'can'. Strategy: ability_strengthening. Please verify grammaticality and classify modal categories.,"The modal *can* is correctly used in the clause ""my husband can not make it,"" with proper placement after the subject and before the main verb. The negation is acceptable as ""can not"" (though ""cannot"" is more common). No agreement or form errors are present.",""
abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea_alt_may,abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea,"I went to my school reunion alone, my husband could not make it. I saw a lot of old boyfriends there.",may,"I went to my school reunion alone, my husband *may* not make it. I saw a lot of old boyfriends there.","",could,may,ability_to_permission,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.,"The modal *may* is correctly used with the singular subject *my husband* to express a possibility. Its form, placement, and agreement are all appropriate in the clause ""my husband may not make it.""",""
abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea_alt_might,abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea,"I went to my school reunion alone, my husband could not make it. I saw a lot of old boyfriends there.",might,"I went to my school reunion alone, my husband *might* not make it. I saw a lot of old boyfriends there.","",could,might,ability_to_possibility,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.,"The modal verb *might* is correctly used to express possibility, with appropriate subject‑verb agreement and placement in the clause ""my husband might not make it.""",""
abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea_alt_must,abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea,"I went to my school reunion alone, my husband could not make it. I saw a lot of old boyfriends there.",must,"I went to my school reunion alone, my husband *must* not make it. I saw a lot of old boyfriends there.","",could,must,ability_to_necessity_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'must'. Strategy: ability_to_necessity_substitution. Please verify grammaticality and classify modal categories.,"The modal *must* is correctly used with the negative particle *not* in the form *must not*. The subject *my husband* is singular, matching the modal, and the clause is a standard declarative main clause. The construction is grammatical, though slightly informal in context.",""
abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea_alt_shall,abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea,"I went to my school reunion alone, my husband could not make it. I saw a lot of old boyfriends there.",shall,"I went to my school reunion alone, my husband *shall not* make it. I saw a lot of old boyfriends there.","",could,shall,ability_to_obligation_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'shall'. Strategy: ability_to_obligation_substitution. Please verify grammaticality and classify modal categories.,"The modal *shall not* is a correct future‑negative construction. While *will not* is more common with third‑person subjects in contemporary English, *shall not* is still grammatically acceptable, especially in formal or literary contexts.",api
abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea_alt_should,abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea,"I went to my school reunion alone, my husband could not make it. I saw a lot of old boyfriends there.",should,"I went to my school reunion alone, my husband *should* not make it. I saw a lot of old boyfriends there.","",could,should,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'should'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal 'should' is correctly used with the singular subject 'my husband' and the negation 'not', forming a grammatically acceptable clause.",""
abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea_alt_will,abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea,"I went to my school reunion alone, my husband could not make it. I saw a lot of old boyfriends there.",will,"I went to my school reunion alone, my husband *will* not make it. I saw a lot of old boyfriends there.","",could,will,ability_to_prediction_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'will'. Strategy: ability_to_prediction_substitution. Please verify grammaticality and classify modal categories.,"The modal *will* is correctly used with the base form *make* and the subject *my husband*. It expresses a simple future action and is grammatically acceptable in the clause ""my husband will not make it.""",""
abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea_alt_would,abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea,"I went to my school reunion alone, my husband could not make it. I saw a lot of old boyfriends there.",would,"I went to my school reunion alone, my husband *would* not make it. I saw a lot of old boyfriends there.","",could,would,ability_to_conditional_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'would'. Strategy: ability_to_conditional_substitution. Please verify grammaticality and classify modal categories.,"The modal *would* is correctly used in the past‑tense narrative sense to indicate that the husband did not attend the reunion. Its form, placement, and agreement are all appropriate.",""
abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea_alt_ought_to,abc38347be3b9451dd92cd664fb6864f173f248cee9d832d37c178a818fbe8ea,"I went to my school reunion alone, my husband could not make it. I saw a lot of old boyfriends there.",ought to,"I went to my school reunion alone, my husband *ought not to* make it. I saw a lot of old boyfriends there.","",could,ought to,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'ought to'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal phrase ""ought not to"" is correctly formed and appropriately used with the subject ""my husband"" to express that he should not attend. The form, placement, and agreement are all grammatical. The surrounding punctuation or sentence structure does not affect the modal’s acceptability.",api
1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d_orig,1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d,I am so sorry to hear that. I wish there was something more you could do.,could,I am so sorry to hear that. I wish there was something more you *could* do.,"",could,could,original,original,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",dynamic,ability,yes,1,Original sentence from dataset. Modal: 'could'. Verified and complete.,"",""
1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d_alt_can,1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d,I am so sorry to hear that. I wish there was something more you could do.,can,I am so sorry to hear that. I wish there was something more you *can* do.,"",could,can,ability_strengthening,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,no,0,Modal substitution: 'could' → 'can'. Strategy: ability_strengthening. Please verify grammaticality and classify modal categories.,"In a wish clause that refers to a present unreal situation, the modal should be in the past form. The correct phrasing is ""I wish there was something more you could do."" Using ""can"" is ungrammatical in this context.",api
1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d_alt_may,1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d,I am so sorry to hear that. I wish there was something more you could do.,may,"I am so sorry to hear that, I wish there was something more you *may* do.","",could,may,ability_to_permission,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,no,0,Modal substitution: 'could' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.,"After *wish* in a clause expressing a contrary‑to‑fact desire, the verb should be in the subjunctive form (e.g., *could*). Using *may* here is not standard and makes the sentence ungrammatical.",api
1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d_alt_might,1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d,I am so sorry to hear that. I wish there was something more you could do.,might,I am so sorry to hear that. I wish there was something more you *might* do.,"",could,might,ability_to_possibility,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.,"The modal *might* is correctly formed, placed after the subject *you*, and fits the clause context of a subordinate clause complementing *something more*. No agreement or form errors are present.",""
1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d_alt_must,1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d,I am so sorry to hear that. I wish there was something more you could do.,must,I am so sorry to hear that. I wish there was something more you *must* do.,"",could,must,ability_to_necessity_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'must'. Strategy: ability_to_necessity_substitution. Please verify grammaticality and classify modal categories.,"The modal 'must' is correctly used with the base form 'do' and in the subordinate clause, so it is grammatically acceptable.",api
1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d_alt_shall,1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d,I am so sorry to hear that. I wish there was something more you could do.,shall,I am so sorry to hear that. I wish there was something more you *shall have done*.,"",could,shall,ability_to_obligation_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,no,0,Modal substitution: 'could' → 'shall'. Strategy: ability_to_obligation_substitution. Please verify grammaticality and classify modal categories.,"The modal *shall* is used for future or formal commands, not for expressing a wish about a past action. In the clause ""I wish there was something more you *shall have done*"", the speaker is referring to a past event, so the correct form would be ""had done"" or ""would have done"". The use of *shall have done* here is ungrammatical and not idiomatic.",api
1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d_alt_should,1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d,I am so sorry to hear that. I wish there was something more you could do.,should,I am so sorry to hear that. I wish there was something more you *should* do.,"",could,should,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'should'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.,"The modal *should* is correctly used in the subordinate clause ""you should do"". Its form, placement after the subject *you*, and agreement with the clause are all appropriate, making the utterance grammatically acceptable.",""
1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d_alt_will,1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d,I am so sorry to hear that. I wish there was something more you could do.,will,I am so sorry to hear that. I wish there was something more you *will do*.,"",could,will,ability_to_prediction_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,no,0,Modal substitution: 'could' → 'will'. Strategy: ability_to_prediction_substitution. Please verify grammaticality and classify modal categories.,"The modal *will* is inappropriate after *wish* in this context. After *wish*, a past-tense or conditional form such as *would* is expected (e.g., ""I wish there was something more you would do""). Using *will* here creates a tense mismatch and is not grammatical.",api
1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d_alt_would,1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d,I am so sorry to hear that. I wish there was something more you could do.,would,I am so sorry to hear that. I wish there was something more you *would* do.,"",could,would,ability_to_conditional_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'would'. Strategy: ability_to_conditional_substitution. Please verify grammaticality and classify modal categories.,"The modal *would* is correctly used in the subordinate clause ""you would do"" to express a hypothetical or future‑in‑the‑past action. The clause structure and subject‑verb agreement are fine, though the overall sentence is a bit awkward compared to the more natural ""could do.""",""
1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d_alt_ought_to,1344998e4f42003f78399a81f21d14fbca7864dc217e2f11b19db5698f02264d,I am so sorry to hear that. I wish there was something more you could do.,ought to,I am so sorry to hear that. I wish there was something more you *ought to* do.,"",could,ought to,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'could' → 'ought to'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.,"",""
4e8ec297294c7799259f6c489530da77b162aa75b2d52133fa7d5bef8bf46377_orig,4e8ec297294c7799259f6c489530da77b162aa75b2d52133fa7d5bef8bf46377,"I was watching my cousin, who is only 13- years- old, being a pretty good motherly figure towards my 7- year- old nephew while were hanging out today. It is interesting to see how well she performs at a young age when dealing with kids, and how patient she stays when most adults would not be able to",would,"I was watching my cousin, who is only 13- years- old, being a pretty good motherly figure towards my 7- year- old nephew while were hanging out today. It is interesting to see how well she performs at a young age when dealing with kids, and how patient she stays when most adults *would* not be able to","",would,would,original,original,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",dynamic,ability,yes,1,Original sentence from dataset. Modal: 'would'. Verified and complete.,"",""
4e8ec297294c7799259f6c489530da77b162aa75b2d52133fa7d5bef8bf46377_alt_can,4e8ec297294c7799259f6c489530da77b162aa75b2d52133fa7d5bef8bf46377,"I was watching my cousin, who is only 13- years- old, being a pretty good motherly figure towards my 7- year- old nephew while were hanging out today. It is interesting to see how well she performs at a young age when dealing with kids, and how patient she stays when most adults would not be able to",can,"I was watching my cousin, who is only 13- years- old, being a pretty good motherly figure towards my 7- year- old nephew while were hanging out today. It is interesting to see how well she performs at a young age when dealing with kids, and how patient she stays when most adults *cannot*","",would,can,conditional_to_ability_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'would' → 'can'. Strategy: conditional_to_ability_substitution. Please verify grammaticality and classify modal categories.,"The modal verb *cannot* is in the correct form, placed appropriately after the subject *most adults*, and does not require subject agreement. Although the clause is incomplete without a complement, the modal itself is grammatically acceptable.",api
